Title,URL,Date,Description,Text
"100 Years Ago, Alexander Graham Bell Predicted Life in 2017",https://www.nationalgeographic.com/magazine/article/explore-alexander-graham-bell-progress,05-25-2017,"In 1917, the telephone’s inventor gave a speech that foresaw our modern world, from commercial aviation to the finite supply of oil.","“Even more wonderful than the dizzy heights of the buildings is the blaze of electricity radiating from them,” National Geographic said of the New York City skyline in 1917. “People now living remember the time when there was no gas and candles were universal.""

PHOTOGRAPH BY ATLANTIDE PHOTOTRAVEL/CORBIS/GETTY IMAGES “Even more wonderful than the dizzy heights of the buildings is the blaze of electricity radiating from them,” National Geographic said of the New York City skyline in 1917. “People now living remember the time when there was no gas and candles were universal.""

PHOTOGRAPH BY ATLANTIDE PHOTOTRAVEL/CORBIS/GETTY IMAGES"
100 years of elephants: See how Nat Geo has photographed these iconic creatures,https://www.nationalgeographic.com/animals/article/100-years-of-elephants-national-geographic-wildlife-photography,04-13-2023,"Once considered exotic quarry and beasts of burden, elephants are now viewed as treasures in need of saving.","Adolescent elephants tussle in Kenya’s Samburu National Reserve in this image by Nick Nichols, one of the first wildlife photographers to extensively document African elephants in the wild. Such play develops social skills in the young animals, as well as confidence and strength. This imag...Read More ---Read MorePhotograph By MICHAEL NICHOLS, Nat Geo Image Collection Adolescent elephants tussle in Kenya’s Samburu National Reserve in this image by Nick Nichols, one of the first wildlife photographers to extensively document African elephants in the wild. Such play develops social skills in the young animals, as well as confidence and strength. This imag...Read More ---Read MorePhotograph By MICHAEL NICHOLS, Nat Geo Image Collection"
100-Year-Old Photos Reveal Antarctica Like You've Never Seen It,https://www.nationalgeographic.com/photography/article/antarctica-expedition-archive-larsen-c,07-14-2017,Pictures captured by photographer Herbert Ponting in the early 20th century show the coldest continent before climate change took hold.,"With our polar regions rapidly shrinking—and more bad news this week—it can make one nostalgic for an Antarctica that was, well, intact.

The windiest, coldest, and driest place on Earth, the continent has long attracted explorers on a quest for adventure. National Geographic Magazine in particular has a history of fascination with Antarctica, publishing its first story on the region in 1894.

In 1907, National Geographic published some of the first-ever photos of the icy world. Years later, an issue published in 1924 featured photographs by Herbert Ponting and showed an intimate look at the region few had ever seen. The British photographer also documented parts of the Terra Nova expedition, led by British explorer Robert Falcon Scott from 1910-1912. (See rare pictures of Scott's expedition on the anniversary of his death.) With our polar regions rapidly shrinking—and more bad news this week—it can make one nostalgic for an Antarctica that was, well, intact.

The windiest, coldest, and driest place on Earth, the continent has long attracted explorers on a quest for adventure. National Geographic Magazine in particular has a history of fascination with Antarctica, publishing its first story on the region in 1894.

In 1907, National Geographic published some of the first-ever photos of the icy world. Years later, an issue published in 1924 featured photographs by Herbert Ponting and showed an intimate look at the region few had ever seen. The British photographer also documented parts of the Terra Nova expedition, led by British explorer Robert Falcon Scott from 1910-1912. (See rare pictures of Scott's expedition on the anniversary of his death.)"
11 Ways to See How Climate Change Is Imperiling the Arctic,https://www.nationalgeographic.com/culture/article/arctic-maps-climate-change,01-08-2017,The latest data is sobering. These visualizations show just how perilous the situation is.,"While the average temperature of the planet is slowly creeping up, the Arctic is warming far more quickly—as much as two to three times faster. On December 22, a weather buoy near the North Pole reported temperatures at the melting point of 32 degrees Fahrenheit. And recent research suggests that the average summer temperature in the region over the last century is higher than in any other century for at least 44,000 years.

Maps and visualizations of the resulting changes in the Arctic make it clear that global warming is no hoax.

Scientists are getting a vastly improved picture of what is happening in the Arctic today as sea-ice extent, thickness, and volume are tracked by satellites, ocean buoys, and submarines with upward-looking sonar. The measurements show that the Arctic keeps breaking records for rising temperatures and declining ice cover. The sea-ice extent hit an all time low in 2012—1.27 million square miles less than the average since 1979. And the winter maximum hit its lowest extent ever at the beginning of this year—620,000 square miles less than average. While the average temperature of the planet is slowly creeping up, the Arctic is warming far more quickly—as much as two to three times faster. On December 22, a weather buoy near the North Pole reported temperatures at the melting point of 32 degrees Fahrenheit. And recent research suggests that the average summer temperature in the region over the last century is higher than in any other century for at least 44,000 years.

Maps and visualizations of the resulting changes in the Arctic make it clear that global warming is no hoax.

Scientists are getting a vastly improved picture of what is happening in the Arctic today as sea-ice extent, thickness, and volume are tracked by satellites, ocean buoys, and submarines with upward-looking sonar. The measurements show that the Arctic keeps breaking records for rising temperatures and declining ice cover. The sea-ice extent hit an all time low in 2012—1.27 million square miles less than the average since 1979. And the winter maximum hit its lowest extent ever at the beginning of this year—620,000 square miles less than average."
13 stunning photos from this year’s best wildlife photographers,https://www.nationalgeographic.com/animals/article/wildlife-photographer-of-the-year-59,10-11-2023,"From a delicate sack of salamander eggs to a forest illuminated by fireflies, these winning images from an annual competition emphasize the importance of conservation.","From highlighting a quiet moment of peace between mother and child, to a battle between predators and prey in frigid waters, images from some of the best photographers around the world are showcased in the U.K.’s Natural History Museum’s Wildlife Photographer of the Year competition.

Whether it’s capturing wildlife that needs our help or opening our eyes to the impact of human development, photography in this competition aims to help nurture respect for the planet, advance scientific research, and spread awareness of environmental destruction.

Several National Geographic photographers were honored this year for their work showcasing the tenuous position of animals in a world altered by humans. Below, see our favorite pictures from this year’s contest and check out the full list of winners here. From highlighting a quiet moment of peace between mother and child, to a battle between predators and prey in frigid waters, images from some of the best photographers around the world are showcased in the U.K.’s Natural History Museum’s Wildlife Photographer of the Year competition.

Whether it’s capturing wildlife that needs our help or opening our eyes to the impact of human development, photography in this competition aims to help nurture respect for the planet, advance scientific research, and spread awareness of environmental destruction.

Several National Geographic photographers were honored this year for their work showcasing the tenuous position of animals in a world altered by humans. Below, see our favorite pictures from this year’s contest and check out the full list of winners here."
"13,000 U.S. Archaeology Sites To Be Flooded by Rising Seas",https://www.nationalgeographic.com/science/article/thousands-of-united-states-archaeological-sites-to-be-flooded-by-rising-seas-spd,11-30-2017,The new research reinforces continuing trends about the threats of climate change.,"Thousands of American archaeological gems could be destroyed by the end of this century, thanks to climate change.

In a study published November 29 in the journal PLOS ONE, a group of researchers from across the country predicted that rising sea levels will submerge more than 13,000 archaeological sites in the southeastern United States by 2100. The team reached this sobering conclusion by analyzing data from the Digital Index of North American Archaeology, a massive database that aggregates human settlement records in North America.

""The impacts of projected climate change and, in particular, sea level rise are the greatest challenges that our profession has ever faced,"" says David Anderson, an anthropologist at the University of Tennessee who co-authored the study. Thousands of American archaeological gems could be destroyed by the end of this century, thanks to climate change.

In a study published November 29 in the journal PLOS ONE, a group of researchers from across the country predicted that rising sea levels will submerge more than 13,000 archaeological sites in the southeastern United States by 2100. The team reached this sobering conclusion by analyzing data from the Digital Index of North American Archaeology, a massive database that aggregates human settlement records in North America.

""The impacts of projected climate change and, in particular, sea level rise are the greatest challenges that our profession has ever faced,"" says David Anderson, an anthropologist at the University of Tennessee who co-authored the study."
14 Dirty Photos That Show Why Soil Matters,https://www.nationalgeographic.com/science/article/151204-world-soil-day-2015-un-report-resources,12-04-2015,A new United Nations report published on World Soil Day digs into how humans mistreat Earth’s soils.,"Let’s face it: we treat soil like dirt. And for all our sakes, we shouldn’t.

That’s the sweeping conclusion of the Status of the World's Soil Resources Report, the United Nations’ first worldwide assessment of the Earth’s soils. The sobering analysis—announced on Friday, 2015’s World Soil Day—underscores the difficulties facing the overlooked loamy mat that dusts our planet’s landforms.

“It’s like the air or water, giving a whole range of ecosystem services to all of us,” says Luca Montanarella of the European Union’s Institute for Environment and Sustainability, who served as the report’s lead author. “When people look out the window,” however, “they see the landscape—they don’t look below ground.” Let’s face it: we treat soil like dirt. And for all our sakes, we shouldn’t.

That’s the sweeping conclusion of the Status of the World's Soil Resources Report, the United Nations’ first worldwide assessment of the Earth’s soils. The sobering analysis—announced on Friday, 2015’s World Soil Day—underscores the difficulties facing the overlooked loamy mat that dusts our planet’s landforms.

“It’s like the air or water, giving a whole range of ecosystem services to all of us,” says Luca Montanarella of the European Union’s Institute for Environment and Sustainability, who served as the report’s lead author. “When people look out the window,” however, “they see the landscape—they don’t look below ground.”"
143 Million People May Soon Become Climate Migrants,https://www.nationalgeographic.com/science/article/climate-migrants-report-world-bank-spd,03-19-2018,"Climate change will drive human migration more than other events, a new report warns. But the worst impacts can be avoided.","Climate change will transform more than 143 million people into “climate migrants” escaping crop failure, water scarcity, and sea-level rise, a new World Bank report concludes.

Most of this population shift will take place in Sub-Saharan Africa, South Asia, and Latin America—three “hot spots” that represent 55 percent of the developing world’s populations.

This worst-case scenario is part of a ground-breaking study focused on the impacts of slow-onset climate, as opposed to more visibly dramatic events such as extreme storms and flooding. The report, Groundswell—Preparing for Internal Climate Migration, also shifts the focus from cross-border migration, which has drawn global attention as refugees and migrants flee war, poverty and oppression, to in-country migration, which involves many more millions of people on the move in search of viable places to live. The 143 million represent 2.8 percent of the three regions’ population. Climate change will transform more than 143 million people into “climate migrants” escaping crop failure, water scarcity, and sea-level rise, a new World Bank report concludes.

Most of this population shift will take place in Sub-Saharan Africa, South Asia, and Latin America—three “hot spots” that represent 55 percent of the developing world’s populations.

This worst-case scenario is part of a ground-breaking study focused on the impacts of slow-onset climate, as opposed to more visibly dramatic events such as extreme storms and flooding. The report, Groundswell—Preparing for Internal Climate Migration, also shifts the focus from cross-border migration, which has drawn global attention as refugees and migrants flee war, poverty and oppression, to in-country migration, which involves many more millions of people on the move in search of viable places to live. The 143 million represent 2.8 percent of the three regions’ population."
2 Countries Reveal How Divided the World Is on Climate Change,https://www.nationalgeographic.com/science/article/151116-paris-climate-un-costa-rica-australia-co2-greenhouse-warming-carbon,11-16-2015,Our planet’s future climate depends on the actions of countries big and small. Some are aggressively cutting greenhouse gases while others lag behind.,"Costa Rica, known for its white-sand beaches and cloud-draped forests, is a meager contributor to global climate change. Its largest provider of electricity, which relies almost entirely on hydropower, can go months without burning any fossil fuels. Yet, despite its miniscule role in warming the climate, this Central American country is among the nations trying hardest to curb greenhouse gases.

An ocean away, Australia is another story. This coal-rich nation spews more CO2 per capita than almost every other country, putting it nearly on par with the United States. But Australia lacks Costa Rica's ambition, and its carbon-cutting goal is less aggressive than the U.S. government’s.

The tale of these two countries half a world apart highlights an often-overlooked reality: Slowing the relentless pace of climate change requires action by more than just the global juggernauts of the United States, China, and India. And as 195 nations and the 28 member-states of the European Union descend on Paris beginning Nov. 30 to try to lock down the first global agreement to curb CO2, some countries are doing much better than others. Costa Rica, known for its white-sand beaches and cloud-draped forests, is a meager contributor to global climate change. Its largest provider of electricity, which relies almost entirely on hydropower, can go months without burning any fossil fuels. Yet, despite its miniscule role in warming the climate, this Central American country is among the nations trying hardest to curb greenhouse gases.

An ocean away, Australia is another story. This coal-rich nation spews more CO2 per capita than almost every other country, putting it nearly on par with the United States. But Australia lacks Costa Rica's ambition, and its carbon-cutting goal is less aggressive than the U.S. government’s.

The tale of these two countries half a world apart highlights an often-overlooked reality: Slowing the relentless pace of climate change requires action by more than just the global juggernauts of the United States, China, and India. And as 195 nations and the 28 member-states of the European Union descend on Paris beginning Nov. 30 to try to lock down the first global agreement to curb CO2, some countries are doing much better than others."
2-million-year-old DNA reveals a lost Arctic world,https://www.nationalgeographic.com/environment/article/2-million-year-old-dna-greenland-disovery-ancient,12-07-2022,The oldest DNA ever analyzed shows that reindeer and mastodons once wandered a nearly unrecognizable Greenland.,"Two million years ago, on the fringe of some of the northernmost land on Earth just 500 miles from the North Pole, the landscape couldn’t have looked more different from today’s polar desert. Instead, a new study finds, it was richly forested—so productive, it was home to a menagerie of reindeer, rodents, and surprisingly even majestic mastodons.

Using ancient fragments of DNA—likely the oldest ever successfully analyzed—scientists have carefully reconstructed an “unprecedented” glimpse into an ancient, forested landscape at the roof of the world, says Mikkel Pedersen, a geographer at the University of Copenhagen and an author of the new analysis, published Wednesday in Nature.

This Arctic landscape has no modern equivalent, the team says; it is neither boreal forest, as is found in modern Scandinavia, nor temperate forest, but instead a unique mix. They found traces of over a hundred different plant species; insects; marine species; and most excitingly, nine vertebrate species whose fossils had never been seen in Greenland, from small rodents to springy rabbit ancestors to a single trace of a mastodon. Two million years ago, on the fringe of some of the northernmost land on Earth just 500 miles from the North Pole, the landscape couldn’t have looked more different from today’s polar desert. Instead, a new study finds, it was richly forested—so productive, it was home to a menagerie of reindeer, rodents, and surprisingly even majestic mastodons.

Using ancient fragments of DNA—likely the oldest ever successfully analyzed—scientists have carefully reconstructed an “unprecedented” glimpse into an ancient, forested landscape at the roof of the world, says Mikkel Pedersen, a geographer at the University of Copenhagen and an author of the new analysis, published Wednesday in Nature.

This Arctic landscape has no modern equivalent, the team says; it is neither boreal forest, as is found in modern Scandinavia, nor temperate forest, but instead a unique mix. They found traces of over a hundred different plant species; insects; marine species; and most excitingly, nine vertebrate species whose fossils had never been seen in Greenland, from small rodents to springy rabbit ancestors to a single trace of a mastodon."
20 ways to save the Earth as a family,https://www.nationalgeographic.com/family/article/save-the-earth-as-a-family,03-10-2020,"These days the news about the planet can be overwhelming for kids—and their parents. From the devastating fires in Australia to record-setting temperatures in Antarctica, it sometimes feels like personal actions can’t make a difference. It’s true that sweeping collective action is needed to curb climate change, but small adjustments by people help too. Plus, by taking action to protect the planet, you can help your children feel empowered in the face of these global problems. Start with these tips to get the whole family involved in protecting the Earth.","Climate news can be overwhelming for kids—and their parents. It might even feel like personal actions can’t make a difference.

It’s true that sweeping collective action is needed to curb climate change, but small adjustments by people help, too. Plus, by taking action to protect the planet, you can help your children feel empowered in the face of these global problems. Start with these tips to get the whole family involved in protecting the Earth.

RECYCLE RIGHT
Familiarize your family with your city’s recycling requirements.
PHOTOGRAPH BY VIAFILMS / GETTY IMAGES

We get it—recycling can be complicated. Should you recycle plastic drink bottles with the cap on or off? What about a pasta box with the plastic window? Each facility has different technology and systems, so familiarize your family with the city’s recycling requirements. Even better, book a tour of your local recycling center to show kids how it all works. Once they’ve watched tons of cardboard and paper fly up over hundreds of rotating discs, they’ll never look at the recycling bin the same way again.

SHARING IS CARING

Lower your family’s carbon footprint and packaging waste by sharing stuff instead of buying new items. Bring your children to the local library to check out new books and movies, encourage them to swap toys and games with their friends, and talk to other parents in your area about trading kids’ clothes as they age out of certain sizes.

BEST PET
Taking animals from their natural habitats can threaten wild populations.
PHOTOGRAPH BY IVAN KUZMIN /ADOBE STOCK

If you’re considering adopting an exotic pet like a tortoise or parrot, first do some research as a family: It is possible this animal has been taken from the wild? If so, consider a different pet, since taking animals from their natural habitats can threaten wild populations. Once you’ve chosen something, thoroughly research the care the pet needs—especially how long it could live. And if your family can no longer care for the animal, take it to a rescue organization. Pets released into the wild can become an invasive species, harming native wildlife and their ecosystems. Just look what these cute little turtles did!

UNPLUG

Don’t worry—we don’t mean taking a break from your phone. We’re talking about the charger. Chargers that remain plugged in to the wall can suck energy even when the device is turned off, or not plugged in at all. Ask your kids to remind you to unplug chargers when they’re not in use, as well as switching off power strips for TVs and lamps. We bet they’ll remember more than you will!

PRECIOUS PAPER

About 15 billion trees are cut down each year, many to make paper. Conserve the paper in your home by giving your children scrap paper for coloring, upcycling old magazines for crafts, and using an online resource like Catalog Choice to reduce the unsolicited mail your family receives.

DOOR DASH

An open door to an air-conditioned building can let 2.2 tons of carbon dioxide escape over one summer, about as much as a car on a 5,000-mile road trip. As your family visits shops and restaurants, ask to speak to a manager about closing the door if it’s ajar. You’ll be a model for your kids, showing what it looks like to (kindly) stand up for what you believe in.

FRESH FRUIT

Buying seasonal, local food cuts down on the energy needed to grow and transport it.

PHOTOGRAPH BY CHRISTIAN TISDALE / STOCKSY / ADOBE STOCK

Before taking your children to the grocery store, ask them to look up which fruits and vegetables are in season. Even better: Take a family trip to a farmers market so kids can talk to the experts about their food. Seasonal, local food cuts down on the energy needed to grow and transport it, plus the trip might encourage picky eaters to try something new.

APP IT

Can’t get your kids off their phones? Put it to good use by tracking or reporting the litter they spot in an app like Marine Debris Tracker or through your local environmental protection website. Some cities use the data to create new regulations that will combat pollution.

BOTTLE BRINGER

Let your children pick out their own reusable water bottle and decorate it however they’d like. Then bring those water bottles everywhere. It’ll save you some cash, plus keeping track of their bottles will help teach your kids about responsibility.

PLASTIC BUSTERS

Does your favorite local restaurant hand out plastic straws? Or does your downtown ice cream shop use those tiny plastic spoons to give out samples? Empower your kids to request no straws when they order their drink or ask for broken pieces of waffle cones instead of plastic spoons. And if your youngsters are super brave, help them ask the server or manager to change the policy. (Here’s a guide to get them started!)

CLEAN KICKS

Before and after going on a family hike, have everyone clean the bottoms of their shoes, because the mud caked in your sneakers could contain the seeds of invasive plants. It’s especially important to be careful when visiting an island or other vulnerable habitat.

BINOCULAR VIEWS

Pack binoculars on your next family outdoor adventure. They’ll allow your children to observe wildlife without disturbing the animals, which can stress them out. This also encourages kids to stay on the trail so that they don’t damage the ecosystem.

 

KID SCIENTISTS

Instantly transform your kids into scientists by signing up for a citizen science project that tags, tracks, or identifies animals. Just snapping a photo of a butterfly and uploading it to a site like iNaturalist can help biologists learn how these animals are adapting to a changing world.

STAY LEASHED

Keep Fido close at hand on walks.

PHOTOGRAPH BY SANDRA / ADOBE STOCK

If you’re bringing your family dog on a walk, always keep it on the leash. Dogs sometimes hunt or chase wildlife, and they can stress local animals just by running through their habitats.

BACK WHERE YOU FOUND IT

It’s fun to search for slugs under logs and salamanders under rocks, but teach your children to always put these things back. Rocks, leaves, and logs are animals’ homes, and moving them can upset the fragile ecosystem.

PURPOSEFUL TRIP

Plan a full family vacation or just an afternoon jaunt to a wildlife refuge, national or state park, bird sanctuary, or nature preserve. These places are more likely to receive funding to stay open if more people visit them.

ANIMAL AWARENESS

Be suspicious of experiences that promise up-close interactions with wild animals like big cats, elephants, sloths, and monkeys. Often these animals have been snatched from the wild and are suffering in captivity.

SAFE SOUVENIRS

Avoid souvenirs or other items made from animal parts like scales, teeth, feathers, tortoise shells, seashells, coral, and especially ivory. Instead, take your kids to local bazaars where you can meet the artists and search for items made of materials like fabric, aluminum cans, or magazine paper.

HANDY HOTELS

Many hotels offer guests the chance to reuse towels instead of sending them down to be cleaned after each use. Take advantage of this eco-friendly policy and ask your family to hang up their towels after each use. (And maybe they’ll even start doing it at home without being asked!)

FALL IN LOVE

A heart-shaped reef is just one of thousands of coral formations that makes up Australia’s Great Barrier Reef.

PHOTOGRAPH BY JURGEN FREUND, NPL, MINDEN PICTURES

If we’re going to save the Earth, first we need to remember why we care. No matter where you travel, you can draw your kids’ attention toward a beautiful flower or an interesting bird. Talk to your kids about why the planet is worth protecting—then do all that you can to help save it. Climate news can be overwhelming for kids—and their parents. It might even feel like personal actions can’t make a difference.

It’s true that sweeping collective action is needed to curb climate change, but small adjustments by people help, too. Plus, by taking action to protect the planet, you can help your children feel empowered in the face of these global problems. Start with these tips to get the whole family involved in protecting the Earth.

RECYCLE RIGHT
Familiarize your family with your city’s recycling requirements.
PHOTOGRAPH BY VIAFILMS / GETTY IMAGES

We get it—recycling can be complicated. Should you recycle plastic drink bottles with the cap on or off? What about a pasta box with the plastic window? Each facility has different technology and systems, so familiarize your family with the city’s recycling requirements. Even better, book a tour of your local recycling center to show kids how it all works. Once they’ve watched tons of cardboard and paper fly up over hundreds of rotating discs, they’ll never look at the recycling bin the same way again.

SHARING IS CARING

Lower your family’s carbon footprint and packaging waste by sharing stuff instead of buying new items. Bring your children to the local library to check out new books and movies, encourage them to swap toys and games with their friends, and talk to other parents in your area about trading kids’ clothes as they age out of certain sizes.

BEST PET
Taking animals from their natural habitats can threaten wild populations.
PHOTOGRAPH BY IVAN KUZMIN /ADOBE STOCK

If you’re considering adopting an exotic pet like a tortoise or parrot, first do some research as a family: It is possible this animal has been taken from the wild? If so, consider a different pet, since taking animals from their natural habitats can threaten wild populations. Once you’ve chosen something, thoroughly research the care the pet needs—especially how long it could live. And if your family can no longer care for the animal, take it to a rescue organization. Pets released into the wild can become an invasive species, harming native wildlife and their ecosystems. Just look what these cute little turtles did!

UNPLUG

Don’t worry—we don’t mean taking a break from your phone. We’re talking about the charger. Chargers that remain plugged in to the wall can suck energy even when the device is turned off, or not plugged in at all. Ask your kids to remind you to unplug chargers when they’re not in use, as well as switching off power strips for TVs and lamps. We bet they’ll remember more than you will!

PRECIOUS PAPER

About 15 billion trees are cut down each year, many to make paper. Conserve the paper in your home by giving your children scrap paper for coloring, upcycling old magazines for crafts, and using an online resource like Catalog Choice to reduce the unsolicited mail your family receives.

DOOR DASH

An open door to an air-conditioned building can let 2.2 tons of carbon dioxide escape over one summer, about as much as a car on a 5,000-mile road trip. As your family visits shops and restaurants, ask to speak to a manager about closing the door if it’s ajar. You’ll be a model for your kids, showing what it looks like to (kindly) stand up for what you believe in.

FRESH FRUIT

Buying seasonal, local food cuts down on the energy needed to grow and transport it.

PHOTOGRAPH BY CHRISTIAN TISDALE / STOCKSY / ADOBE STOCK

Before taking your children to the grocery store, ask them to look up which fruits and vegetables are in season. Even better: Take a family trip to a farmers market so kids can talk to the experts about their food. Seasonal, local food cuts down on the energy needed to grow and transport it, plus the trip might encourage picky eaters to try something new.

APP IT

Can’t get your kids off their phones? Put it to good use by tracking or reporting the litter they spot in an app like Marine Debris Tracker or through your local environmental protection website. Some cities use the data to create new regulations that will combat pollution.

BOTTLE BRINGER

Let your children pick out their own reusable water bottle and decorate it however they’d like. Then bring those water bottles everywhere. It’ll save you some cash, plus keeping track of their bottles will help teach your kids about responsibility.

PLASTIC BUSTERS

Does your favorite local restaurant hand out plastic straws? Or does your downtown ice cream shop use those tiny plastic spoons to give out samples? Empower your kids to request no straws when they order their drink or ask for broken pieces of waffle cones instead of plastic spoons. And if your youngsters are super brave, help them ask the server or manager to change the policy. (Here’s a guide to get them started!)

CLEAN KICKS

Before and after going on a family hike, have everyone clean the bottoms of their shoes, because the mud caked in your sneakers could contain the seeds of invasive plants. It’s especially important to be careful when visiting an island or other vulnerable habitat.

BINOCULAR VIEWS

Pack binoculars on your next family outdoor adventure. They’ll allow your children to observe wildlife without disturbing the animals, which can stress them out. This also encourages kids to stay on the trail so that they don’t damage the ecosystem.

 

KID SCIENTISTS

Instantly transform your kids into scientists by signing up for a citizen science project that tags, tracks, or identifies animals. Just snapping a photo of a butterfly and uploading it to a site like iNaturalist can help biologists learn how these animals are adapting to a changing world.

STAY LEASHED

Keep Fido close at hand on walks.

PHOTOGRAPH BY SANDRA / ADOBE STOCK

If you’re bringing your family dog on a walk, always keep it on the leash. Dogs sometimes hunt or chase wildlife, and they can stress local animals just by running through their habitats.

BACK WHERE YOU FOUND IT

It’s fun to search for slugs under logs and salamanders under rocks, but teach your children to always put these things back. Rocks, leaves, and logs are animals’ homes, and moving them can upset the fragile ecosystem.

PURPOSEFUL TRIP

Plan a full family vacation or just an afternoon jaunt to a wildlife refuge, national or state park, bird sanctuary, or nature preserve. These places are more likely to receive funding to stay open if more people visit them.

ANIMAL AWARENESS

Be suspicious of experiences that promise up-close interactions with wild animals like big cats, elephants, sloths, and monkeys. Often these animals have been snatched from the wild and are suffering in captivity.

SAFE SOUVENIRS

Avoid souvenirs or other items made from animal parts like scales, teeth, feathers, tortoise shells, seashells, coral, and especially ivory. Instead, take your kids to local bazaars where you can meet the artists and search for items made of materials like fabric, aluminum cans, or magazine paper.

HANDY HOTELS

Many hotels offer guests the chance to reuse towels instead of sending them down to be cleaned after each use. Take advantage of this eco-friendly policy and ask your family to hang up their towels after each use. (And maybe they’ll even start doing it at home without being asked!)

FALL IN LOVE

A heart-shaped reef is just one of thousands of coral formations that makes up Australia’s Great Barrier Reef.

PHOTOGRAPH BY JURGEN FREUND, NPL, MINDEN PICTURES

If we’re going to save the Earth, first we need to remember why we care. No matter where you travel, you can draw your kids’ attention toward a beautiful flower or an interesting bird. Talk to your kids about why the planet is worth protecting—then do all that you can to help save it."
